address,city,state,zip,price,sqft,bedrooms,bathrooms,days_on_zillow,sale_type,url
8 Union Sq S,NEW YORK,NY,10003,7800000,2784.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Union-Sq-S-New-York-NY-10003/97543231_zpid/
215 E 19th St # 12C,New York,NY,10003,6270000,2539.0,4.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-12C-New-York-NY-10003/2090184716_zpid/
18 Gramercy Park S,New York,NY,10003,46500000,6329.0,4.0,10.0,45,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Gramercy-Park-S-New-York-NY-10003/2090426638_zpid/
20 E 10th St,NEW YORK,NY,10003,22900000,10100.0,6.0,7.0,64,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-10th-St-New-York-NY-10003/31498532_zpid/
65 Irving Pl,New York,NY,10003,23000000,8573.0,2.0,4.0,63,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/65-Irving-Pl-New-York-NY-10003/2136558538_zpid/
1 5th Ave # 18,New York,NY,10003,9995000,NA,4.0,4.0,42,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-18-New-York-NY-10003/2090380523_zpid/
137 E 15th St,NEW YORK,NY,10003,1945000,NA,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/137-E-15th-St-New-York-NY-10003/31506389_zpid/
45 E 9th St # 47/48,New York,NY,10003,8250000,3000.0,4.0,4.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/45-E-9th-St-47-48-New-York-NY-10003/2105804461_zpid/
18 Gramercy Park S APT 15,NEW YORK,NY,10003,19250000,4207.0,4.0,6.0,45,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Gramercy-Park-S-APT-15-New-York-NY-10003/122272741_zpid/
58 3rd Ave,NEW YORK,NY,10003,10500000,6305.0,4.0,1.0,92,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/58-3rd-Ave-New-York-NY-10003/31498263_zpid/
240 Park Ave S APT 9A,NEW YORK,NY,10003,9995000,3920.0,5.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-Park-Ave-S-APT-9A-New-York-NY-10003/89333753_zpid/
135 E 15th St,NEW YORK,NY,10003,17800000,8524.0,8.0,10.0,241,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/135-E-15th-St-New-York-NY-10003/118327948_zpid/
18-22 E 18th St # 4E,Manhattan,NY,10003,4250000,3000.0,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-22-E-18th-St-4E-Manhattan-NY-10003/2090561427_zpid/
18 Gramercy Park South # FL 15TH,New York,NY,10003,19250000,4207.0,4.0,6.0,45,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Gramercy-Park-South-FL-15TH-New-York-NY-10003/2090429917_zpid/
327 E 9th St,NEW YORK,NY,10003,17000000,8323.0,10.0,8.0,147,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/327-E-9th-St-New-York-NY-10003/122272395_zpid/
36 Gramercy Park E APT 7W,NEW YORK,NY,10003,3899000,1285.0,2.0,2.0,473,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/36-Gramercy-Park-E-APT-7W-New-York-NY-10003/112515319_zpid/
8 E 12th St APT 2,NEW YORK,NY,10003,3995000,2300.0,2.0,3.0,37,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-E-12th-St-APT-2-New-York-NY-10003/31498590_zpid/
11 5th Ave # 15OP,New York,NY,10003,4999000,2200.0,3.0,3.0,59,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-15OP-New-York-NY-10003/2090656216_zpid/
21 E 12th St # 16C,New York,NY,10003,6225000,2028.0,2.0,3.0,353,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-16C-New-York-NY-10003/2094140902_zpid/
228 E 13th St APT 15,New York,NY,10003,525000,425.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/228-E-13th-St-APT-15-New-York-NY-10003/244840096_zpid/
217 E 5th St # TH,New York,NY,10003,3950000,2300.0,2.0,3.0,53,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/217-E-5th-St-TH-New-York-NY-10003/2092713541_zpid/
61 Irving Pl APT 1A,New York,NY,10003,1500000,1200.0,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/61-Irving-Pl-APT-1A-New-York-NY-10003/244767425_zpid/
105 5th Ave # 3AB,New York,NY,10003,5950000,3100.0,3.0,4.0,38,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/105-5th-Ave-3AB-New-York-NY-10003/2090319278_zpid/
114 E 10th St,NEW YORK,NY,10003,7875000,NA,6.0,5.0,NA,Townhouse For Sale,http://www.zillow.com/homes/for_sale//homedetails/114-E-10th-St-New-York-NY-10003/31496806_zpid/
24 Gramercy Park S # 10/11S,New York,NY,10003,3750000,1400.0,2.0,2.0,109,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/24-Gramercy-Park-S-10-11S-New-York-NY-10003/2091415725_zpid/
240 Park Ave S # 16PHA,NEW YORK,NY,10003,6495000,2310.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-Park-Ave-S-16PHA-New-York-NY-10003/97521287_zpid/
34 Gramercy Park E # 3BN,New York,NY,10003,1895000,NA,2.0,2.0,39,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/34-Gramercy-Park-E-3BN-New-York-NY-10003/2090340307_zpid/
25 E 4th St SUITE 2,New York,NY,10003,2795000,2000.0,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-E-4th-St-SUITE-2-New-York-NY-10003/219642484_zpid/
18 Gramercy Park S # M1,NEW YORK,NY,10003,9900000,3750.0,2.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-Gramercy-Park-S-M1-New-York-NY-10003/122272263_zpid/
35 E 10th St APT 5F,New York,NY,10003,499000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/35-E-10th-St-APT-5F-New-York-NY-10003/244808845_zpid/
65 E 2nd St,NEW YORK,NY,10003,5200000,4600.0,8.0,7.0,165,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/65-E-2nd-St-New-York-NY-10003/31496552_zpid/
28 E 10th St APT 10H,NEW YORK,NY,10003,4750000,2004.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-10th-St-APT-10H-New-York-NY-10003/96742595_zpid/
355 E 19th St # 4,New York,NY,10003,2950000,2001.0,3.0,3.0,87,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/355-E-19th-St-4-New-York-NY-10003/244735673_zpid/
210 E 15th St APT 11P,New York,NY,10003,465000,NA,0.0,1.0,91,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/210-E-15th-St-APT-11P-New-York-NY-10003/244869652_zpid/
111 3rd Ave APT 14A,New York,NY,10003,650000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/111-3rd-Ave-APT-14A-New-York-NY-10003/244757643_zpid/
215 E 19th St # 7A,New York,NY,10003,3940000,1850.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-7A-New-York-NY-10003/2097115804_zpid/
21 E 12th St # 5A,New York,NY,10003,3975000,1478.0,2.0,3.0,282,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-5A-New-York-NY-10003/2093270260_zpid/
39 E 10th St APT 3W,New York,NY,10003,2050000,NA,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-E-10th-St-APT-3W-New-York-NY-10003/244782627_zpid/
874 Broadway APT 407,New York,NY,10003,1500000,NA,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/874-Broadway-APT-407-New-York-NY-10003/244858275_zpid/
343 E 18th St,NEW YORK,NY,10003,8950000,6000.0,6.0,5.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/343-E-18th-St-New-York-NY-10003/31508851_zpid/
60 E 13th St APT 3E,New York,NY,10003,4249500,2575.0,4.0,3.0,389,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-13th-St-APT-3E-New-York-NY-10003/2112318451_zpid/
738 Broadway APT PH1,New York,NY,10003,5745000,3188.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/738-Broadway-APT-PH1-New-York-NY-10003/2091844381_zpid/
13 E 16th St STE 8R,New York,NY,10003,2500000,1318.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/13-E-16th-St-STE-8R-New-York-NY-10003/2125905309_zpid/
32 E 1st St # PHC,New York,NY,10003,10500000,2887.0,4.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-PHC-New-York-NY-10003/2091487634_zpid/
131 5th Ave APT 602,New York,NY,10003,2995000,1800.0,3.0,3.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/131-5th-Ave-APT-602-New-York-NY-10003/2091351335_zpid/
117 E 10th St APT 2,New York,NY,10003,2000000,970.0,1.0,1.0,92,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/117-E-10th-St-APT-2-New-York-NY-10003/244713786_zpid/
80 E 10th St # 8,New York,NY,10003,8250000,2662.0,3.0,3.0,115,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-E-10th-St-8-New-York-NY-10003/2091494181_zpid/
61 Irving Pl APT 3A,New York,NY,10003,4250000,NA,3.0,3.0,219,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/61-Irving-Pl-APT-3A-New-York-NY-10003/72516907_zpid/
224 E 14th St APT 1,NEW YORK,NY,10003,4200000,1971.0,2.0,3.0,191,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/224-E-14th-St-APT-1-New-York-NY-10003/89329362_zpid/
347 Bowery # 9/10,New York,NY,10003,7950000,2891.0,3.0,4.0,69,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/347-Bowery-9-10-New-York-NY-10003/2090804570_zpid/
205 E 16th St APT 1E,New York,NY,10003,2395000,1708.0,3.0,4.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/205-E-16th-St-APT-1E-New-York-NY-10003/143106484_zpid/
15 Union Sq W APT 4C,New York,NY,10003,2895000,1560.0,1.0,2.0,74,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/15-Union-Sq-W-APT-4C-New-York-NY-10003/2129050773_zpid/
22 E 15th St # 5,New York,NY,10003,2950000,1560.0,1.0,2.0,151,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/22-E-15th-St-5-New-York-NY-10003/2091815309_zpid/
1 5th Ave # 1617H,New York,NY,10003,4950000,NA,2.0,3.0,37,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-5th-Ave-1617H-New-York-NY-10003/244748118_zpid/
215 E 19th St # 6C,New York,NY,10003,4580000,2109.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-6C-New-York-NY-10003/2090262179_zpid/
215 E 19th St # 9G,New York,NY,10003,4695000,2054.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-9G-New-York-NY-10003/2090262178_zpid/
21 E 12th St # 7A,New York,NY,10003,4175000,1478.0,2.0,3.0,112,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-7A-New-York-NY-10003/2097564327_zpid/
21 E 12th St # 9C,New York,NY,10003,5250000,2028.0,2.0,3.0,100,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-9C-New-York-NY-10003/2094140901_zpid/
80 E 10th St # 6,New York,NY,10003,7850000,3304.0,4.0,4.0,239,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-E-10th-St-6-New-York-NY-10003/2092746971_zpid/
44 E 12th St # 2BC,New York,NY,10003,2545000,1300.0,3.0,2.0,79,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/44-E-12th-St-2BC-New-York-NY-10003/2090952509_zpid/
1 Irving Pl APT U8A,NEW YORK,NY,10003,2500000,1350.0,2.0,2.0,79,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/1-Irving-Pl-APT-U8A-New-York-NY-10003/31506065_zpid/
39 5th Ave # 11A,New York,NY,10003,1795000,NA,1.0,1.0,185,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-5th-Ave-11A-New-York-NY-10003/2092134819_zpid/
32 E 1st St # 5C,New York,NY,10003,3885000,1511.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-5C-New-York-NY-10003/2090836010_zpid/
305 2nd Ave APT 542,NEW YORK,NY,10003,3825000,2048.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-542-New-York-NY-10003/63866698_zpid/
220 E 20th St # 5,New York,NY,10003,7245000,3378.0,4.0,5.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/220-E-20th-St-5-New-York-NY-10003/2097115798_zpid/
200 E 16th St APT 3C,New York,NY,10003,440000,500.0,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/200-E-16th-St-APT-3C-New-York-NY-10003/244691197_zpid/
215 E 19th St # 16A,New York,NY,10003,9385000,3188.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-16A-New-York-NY-10003/2092558332_zpid/
60 E 9th St APT 431,New York,NY,10003,455000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-431-New-York-NY-10003/244852814_zpid/
355 E 19th St # TH,New York,NY,10003,3700000,2663.0,3.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/355-E-19th-St-TH-New-York-NY-10003/2091479324_zpid/
25 5th Ave APT 4F,NEW YORK,NY,10003,2745000,988.0,2.0,1.0,35,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/25-5th-Ave-APT-4F-New-York-NY-10003/89334607_zpid/
230 E 20th St # 44,New York,NY,10003,2275000,995.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-44-New-York-NY-10003/2094882488_zpid/
240 Park Ave S APT 8B,NEW YORK,NY,10003,4000000,2139.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-Park-Ave-S-APT-8B-New-York-NY-10003/97501932_zpid/
8 Union Sq S # 6B,NEW YORK,NY,10003,2775000,1450.0,2.0,2.0,57,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/8-Union-Sq-S-6B-New-York-NY-10003/97496873_zpid/
215 E 19th St # 12B,New York,NY,10003,4270000,1804.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-12B-New-York-NY-10003/2092558350_zpid/
225 E 19th St # 104,New York,NY,10003,3390000,1647.0,3.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-E-19th-St-104-New-York-NY-10003/2092558341_zpid/
225 E 19th St # 206,New York,NY,10003,2830000,1393.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/225-E-19th-St-206-New-York-NY-10003/2090184717_zpid/
215 E 19th St # 6B,New York,NY,10003,3300000,1520.0,2.0,3.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-6B-New-York-NY-10003/2090262180_zpid/
215 E 19th St # 3A,New York,NY,10003,2395000,1325.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-3A-New-York-NY-10003/2090262181_zpid/
105 E 19th St # PENTHOUSEA,New York,NY,10003,2790000,NA,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/105-E-19th-St-PENTHOUSEA-New-York-NY-10003/2091250264_zpid/
60 E 8th St APT 32A,New York,NY,10003,1599000,445151.0,1.0,1.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-8th-St-APT-32A-New-York-NY-10003/244701917_zpid/
11 5th Ave # 15OP,New York,NY,10003,4999000,2200.0,3.0,3.0,43,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/11-5th-Ave-15OP-New-York-NY-10003/72513163_zpid/
28 E 10th St APT 2H,New York,NY,10003,2995000,1334.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-10th-St-APT-2H-New-York-NY-10003/97527588_zpid/
39 E 20th St FL 9,New York,NY,10003,3200000,2000.0,2.0,2.0,276,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/39-E-20th-St-FL-9-New-York-NY-10003/2093195793_zpid/
28 E 10th St APT 11D,NEW YORK,NY,10003,3575000,1093.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-10th-St-APT-11D-New-York-NY-10003/96756512_zpid/
70 E 10th St APT 14-S,New York,NY,10003,2695000,1500.0,2.0,2.0,67,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-14-S-New-York-NY-10003/244803012_zpid/
116 University Pl APT 4,New York,NY,10003,7475000,3056.0,4.0,4.0,219,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/116-University-Pl-APT-4-New-York-NY-10003/2093964973_zpid/
116 University Pl APT 2,New York,NY,10003,7200000,3056.0,4.0,4.0,219,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/116-University-Pl-APT-2-New-York-NY-10003/2093964971_zpid/
60 E 9th St APT 331,New York,NY,10003,469000,NA,0.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-331-New-York-NY-10003/244755455_zpid/
115 4th Ave APT 7J,NEW YORK,NY,10003,2650000,1200.0,2.0,2.0,67,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/115-4th-Ave-APT-7J-New-York-NY-10003/31498387_zpid/
70 E 10th St APT 14M,New York,NY,10003,2695000,NA,2.0,2.0,49,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-14M-New-York-NY-10003/244842611_zpid/
112 E 19th St APT 10F,New York,NY,10003,3100000,1912.0,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/112-E-19th-St-APT-10F-New-York-NY-10003/244714199_zpid/
112 E 19th St APT 10F,New York,NY,10003,3100000,1912.0,2.0,2.0,294,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/112-E-19th-St-APT-10F-New-York-NY-10003/2098955598_zpid/
21 E 12th St # 5D,New York,NY,10003,2550000,1006.0,1.0,2.0,359,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-5D-New-York-NY-10003/2094216313_zpid/
16 E 17th St # 5FLR,New York,NY,10003,3250000,NA,2.0,3.0,252,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-E-17th-St-5FLR-New-York-NY-10003/2093744393_zpid/
215 E 19th St # 3E,New York,NY,10003,2095000,1208.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-3E-New-York-NY-10003/2090184718_zpid/
21 E 12th St # 5C,New York,NY,10003,2650000,1033.0,1.0,2.0,359,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/21-E-12th-St-5C-New-York-NY-10003/2094216314_zpid/
70 E 10th St APT 1C,New York,NY,10003,999999,1100.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-1C-New-York-NY-10003/2095461218_zpid/
18 E 12th St APT 8D,New York,NY,10003,1850000,1257.0,1.0,1.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/18-E-12th-St-APT-8D-New-York-NY-10003/2097948927_zpid/
133 2nd Ave APT 1,NEW YORK,NY,10003,2345000,1935.0,2.0,2.0,193,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/133-2nd-Ave-APT-1-New-York-NY-10003/89335295_zpid/
32 E 1st St # 2D,New York,NY,10003,2550000,1083.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/32-E-1st-St-2D-New-York-NY-10003/2090836013_zpid/
222 Park Ave S APT 3D,New York,NY,10003,2390000,1300.0,2.0,2.0,92,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/222-Park-Ave-S-APT-3D-New-York-NY-10003/244774859_zpid/
215 E 19th St # 10E,New York,NY,10003,5580000,2519.0,3.0,4.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-10E-New-York-NY-10003/2092558352_zpid/
16 E 17th St # 5FL,New York,NY,10003,3250000,2000.0,2.0,3.0,247,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/16-E-17th-St-5FL-New-York-NY-10003/2101674659_zpid/
116 University Pl APT 3,New York,NY,10003,7350000,3056.0,3.0,4.0,339,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/116-University-Pl-APT-3-New-York-NY-10003/2093964972_zpid/
28 E 10th St APT 4B,NEW YORK,NY,10003,2895000,1375.0,2.0,1.5,596,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/28-E-10th-St-APT-4B-New-York-NY-10003/96756472_zpid/
305 2nd Ave APT 305,New York,NY,10003,1825000,1236.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-305-New-York-NY-10003/2133199664_zpid/
230 E 20th St # 43,New York,NY,10003,2345000,1127.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-43-New-York-NY-10003/2090283576_zpid/
305 2nd Ave APT 345,NEW YORK,NY,10003,1795000,1308.0,2.0,1.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-345-New-York-NY-10003/63866657_zpid/
30 E 9th St APT 5G,New York,NY,10003,1850000,NA,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/30-E-9th-St-APT-5G-New-York-NY-10003/244835703_zpid/
230 E 20th St # 31,New York,NY,10003,2250000,1083.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/230-E-20th-St-31-New-York-NY-10003/2090283575_zpid/
110 3rd Ave APT 8C,NEW YORK,NY,10003,2995000,NA,NA,NA,NA,House For Sale,http://www.zillow.com/homes/for_sale//homedetails/110-3rd-Ave-APT-8C-New-York-NY-10003/97512435_zpid/
215 E 19th St # 4K,New York,NY,10003,2155000,1211.0,1.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/215-E-19th-St-4K-New-York-NY-10003/2092558335_zpid/
51 Saint Marks Pl APT 10,New York,NY,10003,970000,840.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/51-Saint-Marks-Pl-APT-10-New-York-NY-10003/244697169_zpid/
54 E 8th St APT 2L,New York,NY,10003,435000,NA,0.0,1.0,35,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/54-E-8th-St-APT-2L-New-York-NY-10003/72512572_zpid/
70 E 10th St APT 4H,New York,NY,10003,1450000,1000.0,2.0,2.0,43,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/70-E-10th-St-APT-4H-New-York-NY-10003/113975924_zpid/
69 5th Ave APT 6C,New York,NY,10003,999000,NA,1.0,2.0,NA,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-6C-New-York-NY-10003/244855917_zpid/
69 5th Ave APT 8G,New York,NY,10003,2450000,NA,2.0,2.0,31,Apartment For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-8G-New-York-NY-10003/244867984_zpid/
67 E 11th St APT 605,New York,NY,10003,849000,840.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/67-E-11th-St-APT-605-New-York-NY-10003/244833976_zpid/
201 E 17th St APT 2E,New York,NY,10003,785000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/201-E-17th-St-APT-2E-New-York-NY-10003/114443176_zpid/
69 5th Ave APT 4D,New York,NY,10003,1250000,1100.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/69-5th-Ave-APT-4D-New-York-NY-10003/2091475831_zpid/
41 5th Ave APT 16F,New York,NY,10003,1525000,95117.0,1.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-APT-16F-New-York-NY-10003/244759800_zpid/
80 2nd Ave APT 3,New York,NY,10003,1999999,1450.0,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/80-2nd-Ave-APT-3-New-York-NY-10003/2091189200_zpid/
145 E 15th St APT 8H,New York,NY,10003,675000,NA,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/145-E-15th-St-APT-8H-New-York-NY-10003/244880390_zpid/
123 3rd Ave APT 6A,NEW YORK,NY,10003,2100000,1166.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/123-3rd-Ave-APT-6A-New-York-NY-10003/112088642_zpid/
40-50 E 10th St # 3K,Manhattan,NY,10003,2500000,NA,2.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/40-50-E-10th-St-3K-Manhattan-NY-10003/2092526222_zpid/
240 E 10th St APT 4B,NEW YORK,NY,10003,2080000,1145.0,2.0,2.0,NA,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/240-E-10th-St-APT-4B-New-York-NY-10003/61965984_zpid/
889 Broadway APT 2C,New York,NY,10003,1950000,1400.0,1.0,1.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/889-Broadway-APT-2C-New-York-NY-10003/244836007_zpid/
41 5th Ave # 4DE,New York,NY,10003,3185000,NA,3.0,2.0,NA,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/41-5th-Ave-4DE-New-York-NY-10003/2092040058_zpid/
305 2nd Ave APT 721,NEW YORK,NY,10003,1845000,1054.0,2.0,2.0,72,Condo For Sale,http://www.zillow.com/homes/for_sale//homedetails/305-2nd-Ave-APT-721-New-York-NY-10003/63866719_zpid/
20 E 9th St # 2N,New York,NY,10003,715000,NA,0.0,1.0,92,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/20-E-9th-St-2N-New-York-NY-10003/244889933_zpid/
60 E 9th St APT 521,New York,NY,10003,520000,500.0,0.0,1.0,52,Co-op For Sale,http://www.zillow.com/homes/for_sale//homedetails/60-E-9th-St-APT-521-New-York-NY-10003/244719958_zpid/
